,order_id,user_id,order_number,orders_day_of_week,order_hour_of_day,days_from_last_order,first_order
1771,964377,160008,7,3,9,23.0,False
1772,515997,101572,41,2,12,8.0,False
1773,2162996,206028,14,0,10,24.0,False
1774,738941,167516,14,2,14,30.0,False
1775,1389720,34839,3,6,14,6.0,False
1776,9479,118936,10,5,12,16.0,False
1777,3019399,159971,11,1,13,30.0,False
1778,409339,16220,3,5,13,8.0,False
1779,6435,115553,53,3,11,1.0,False
1780,1438723,36359,5,3,13,2.0,False
1781,1631254,194233,6,5,20,14.0,False
1782,824289,111779,4,0,12,30.0,False
1783,587489,35183,7,5,14,3.0,False
1784,3100415,129661,3,3,13,7.0,False
1785,2257944,140584,4,5,13,23.0,False
1786,520864,168941,11,5,16,6.0,False
1787,1013965,144091,4,4,20,5.0,False
1788,3076375,125280,98,4,15,5.0,False
1789,212761,193412,12,0,19,14.0,False
1790,3241479,83987,7,0,11,7.0,False
1791,1021098,63402,4,1,7,3.0,False
1792,332379,117704,3,5,15,30.0,False
1793,407814,160684,14,4,9,10.0,False
1794,2924025,76841,1,4,17,,True
1795,673815,95768,10,1,11,5.0,False
1796,15690,115862,63,6,10,6.0,False
1797,1357595,163962,6,5,14,7.0,False
1798,830160,1993,24,5,14,18.0,False
1799,1084058,102394,5,1,7,9.0,False
1800,2383028,56078,11,6,18,16.0,False
1801,2502091,32278,2,5,18,26.0,False
1802,947171,63586,4,1,9,7.0,False
1803,1615164,76543,32,6,7,5.0,False
1804,3323463,133285,20,0,14,8.0,False
1805,320833,17587,3,4,9,7.0,False
1806,1964658,114711,39,4,17,4.0,False
1807,1878753,204735,3,2,13,11.0,False
1808,2331922,108822,8,4,8,16.0,False
1809,3237524,132232,19,1,9,5.0,False
1810,52422,128406,29,6,11,7.0,False
1811,276877,19216,1,4,15,,True
1812,2962886,196130,41,3,13,9.0,False
1813,37592,51644,22,6,14,17.0,False
1814,2298758,141035,1,4,18,,True
1815,651311,151793,10,5,16,10.0,False
1816,472796,30358,26,6,10,3.0,False
1817,3285126,131741,6,4,20,30.0,False
1818,2679306,118266,3,2,16,7.0,False
1819,1589618,5168,80,4,17,8.0,False
1820,2426414,107722,2,2,13,8.0,False
1821,3349476,176841,4,0,9,30.0,False
1822,2438878,200277,5,3,16,21.0,False
1823,2040613,73855,34,6,14,7.0,False
1824,2406320,66973,24,4,15,3.0,False
1825,2695262,10886,2,5,15,5.0,False
1826,927848,186982,10,1,16,30.0,False
1827,702035,75771,1,1,12,,True
1828,3353881,96141,3,0,11,1.0,False
1829,1733548,122621,51,2,18,11.0,False
1830,601609,6378,11,5,19,7.0,False
1831,632852,194660,6,1,18,6.0,False
1832,1849422,203422,2,0,11,1.0,False
1833,946902,94250,26,4,18,30.0,False
1834,194573,53648,7,5,7,13.0,False
1835,3114631,25483,12,4,9,6.0,False
1836,793468,90845,1,2,8,,True
1837,1571161,165235,23,4,11,3.0,False
1838,2090210,93307,14,6,16,7.0,False
1839,3137070,113255,3,2,15,12.0,False
1840,2232159,86330,13,5,10,4.0,False
1841,1446134,8228,1,3,11,,True
1842,2468402,54896,4,6,12,9.0,False
1843,2683956,141174,19,0,10,2.0,False
1844,2877485,168994,35,3,14,7.0,False
1845,3211812,94901,18,6,11,8.0,False
1846,2668697,103759,29,0,16,8.0,False
1847,528987,169436,7,0,10,6.0,False
1848,595914,189702,6,6,13,30.0,False
1849,3010835,66553,1,0,17,,True
1850,1953357,174252,4,1,9,4.0,False
1851,254327,61641,8,5,9,15.0,False
1852,3246039,93184,2,0,11,22.0,False
1853,1621765,48727,4,1,14,6.0,False
1854,265523,158068,20,1,7,11.0,False
1855,964218,152799,7,0,12,4.0,False
1856,595145,55200,20,2,17,5.0,False
1857,2586114,122728,3,0,17,7.0,False
1858,3276237,184112,54,4,14,5.0,False
1859,2321929,161809,3,2,7,1.0,False
1860,3238131,48145,13,4,19,9.0,False
1861,1808690,48618,3,2,17,2.0,False
1862,1197946,22760,19,2,8,8.0,False
1863,33124,30324,2,4,10,14.0,False
1864,2049403,147313,3,3,18,4.0,False
1865,820195,180415,22,1,18,20.0,False
1866,416619,161683,5,6,8,14.0,False
1867,2511315,155827,36,5,12,7.0,False
1868,1599143,180992,9,3,17,5.0,False
1869,145485,52557,2,0,18,25.0,False
1870,2295210,89887,3,4,10,6.0,False
1871,1445089,183203,3,0,14,12.0,False
1872,1935617,161435,7,1,14,9.0,False
1873,3223655,137459,18,4,4,3.0,False
1874,2007468,95171,14,2,17,0.0,False
1875,2646713,119974,5,6,15,21.0,False
1876,1479195,153966,11,0,8,30.0,False
1877,738967,27205,10,1,10,12.0,False
1878,1193432,191359,3,0,11,8.0,False
1879,1404295,127137,5,2,8,6.0,False
1880,2174209,107539,1,6,13,,True
1881,975136,52794,8,6,13,6.0,False
1882,680413,3630,3,1,16,7.0,False
1883,2437576,157958,14,5,17,18.0,False
1884,2500855,75099,2,0,17,6.0,False
1885,3079495,77810,20,6,12,11.0,False
1886,1563262,33344,55,6,16,7.0,False
1887,2414254,71782,75,5,12,4.0,False
1888,2155064,62121,3,6,7,30.0,False
1889,675882,150388,20,5,14,30.0,False
1890,3005267,174076,1,2,20,,True
1891,142271,27106,4,1,10,30.0,False
1892,279136,199216,13,3,12,3.0,False
1893,3410358,25600,14,6,15,30.0,False
1894,2355738,141729,4,1,11,21.0,False
1895,2768416,187194,9,0,12,6.0,False
1896,2893236,154944,6,6,12,11.0,False
1897,1890277,40944,8,2,20,25.0,False
1898,1706580,197759,69,1,10,1.0,False
1899,970516,8310,7,2,9,12.0,False
1900,829409,194707,11,3,17,13.0,False
1901,1873631,88609,4,2,11,30.0,False
1902,3066033,62772,44,4,13,0.0,False
1903,3211550,176342,2,6,17,30.0,False
1904,965534,183195,5,1,10,3.0,False
1905,3307474,129044,6,0,9,9.0,False
1906,2907375,103230,7,4,10,6.0,False
1907,3146876,9543,34,2,22,27.0,False
1908,2736903,154648,11,2,10,7.0,False
1909,2746462,186565,9,2,7,30.0,False
1910,1623945,126513,18,4,21,30.0,False
1911,3330732,74330,5,0,1,18.0,False
1912,2005195,197576,12,2,7,15.0,False
1913,3004144,174075,13,5,12,0.0,False
1914,1770067,167653,22,2,14,13.0,False
1915,811501,174785,18,3,20,5.0,False
1916,1934970,11180,21,5,18,6.0,False
1917,1321127,177793,10,4,15,6.0,False
1918,3134195,128931,3,3,12,19.0,False
1919,2182532,153883,10,6,17,12.0,False
1920,2818194,194713,34,5,14,7.0,False
1921,3204971,162731,21,0,23,2.0,False
1922,2048938,140166,3,1,16,6.0,False
1923,1179248,131180,32,3,13,2.0,False
1924,2982122,171712,14,3,15,18.0,False
1925,1857153,134202,2,6,13,7.0,False
1926,1768845,173359,20,6,11,7.0,False
1927,3373358,192726,23,1,12,7.0,False
1928,1540451,68088,3,2,17,11.0,False
1929,1768419,47511,16,3,12,8.0,False
1930,999369,116532,35,3,10,6.0,False
1931,489776,155827,74,2,21,1.0,False
1932,478006,204730,30,3,22,7.0,False
1933,1407823,140916,7,0,14,4.0,False
1934,1768557,60031,7,4,14,13.0,False
1935,2375139,81549,85,3,7,2.0,False
1936,1054390,72124,16,6,18,26.0,False
1937,3179473,150415,12,3,15,19.0,False
1938,2209115,73114,18,5,11,6.0,False
1939,777689,196747,9,2,8,15.0,False
1940,668647,80662,2,1,9,7.0,False
1941,2140659,139633,18,4,3,3.0,False
1942,2598506,51087,4,0,15,30.0,False
1943,3047594,177548,5,1,21,15.0,False
1944,668248,45840,6,3,15,23.0,False
1945,155204,200259,24,6,10,6.0,False
1946,496205,30670,25,5,9,4.0,False
1947,2795892,97554,4,5,15,9.0,False
1948,1399738,202282,31,0,10,7.0,False
1949,2420654,179561,36,1,19,1.0,False
1950,381705,83877,7,4,19,6.0,False
1951,2709907,24521,41,3,13,10.0,False
1952,1292629,118040,11,1,18,6.0,False
1953,2015273,199586,5,1,10,18.0,False
1954,735613,51883,17,2,10,30.0,False
1955,1209752,38551,4,5,7,3.0,False
1956,203842,187697,38,1,15,8.0,False
1957,1070971,181241,2,6,17,7.0,False
1958,2264308,24537,4,0,14,30.0,False
1959,1082930,157177,3,2,13,30.0,False
1960,305338,60799,1,0,10,,True
1961,765350,110568,36,6,10,9.0,False
1962,701788,128241,16,1,15,10.0,False
1963,2329166,193562,24,0,9,1.0,False
1964,2958472,132723,5,3,15,8.0,False
1965,247388,92282,12,2,15,5.0,False
1966,1147793,193321,19,1,11,7.0,False
1967,1794920,148973,6,6,14,13.0,False
1968,1716159,139007,7,4,16,17.0,False
1969,1517549,134611,21,1,8,8.0,False
1970,2050493,145823,10,6,13,4.0,False
1971,1948262,131898,4,3,16,30.0,False
1972,2699417,39460,16,1,10,3.0,False
1973,440791,194193,11,2,13,6.0,False
1974,1191291,124186,8,1,10,28.0,False
1975,1572609,114746,40,1,19,10.0,False
1976,586035,116101,7,6,10,20.0,False
1977,1207944,83953,18,1,13,4.0,False
1978,2219439,56459,16,0,17,3.0,False
1979,253995,23768,30,1,12,9.0,False
1980,2674124,155941,15,2,17,3.0,False
1981,1140720,120923,15,2,14,3.0,False
1982,1688052,170804,4,1,9,7.0,False
1983,2136727,142052,4,2,14,30.0,False
1984,688783,39308,7,4,19,6.0,False
1985,2718119,99719,4,5,10,0.0,False
1986,1856918,122786,5,4,20,0.0,False
1987,951347,44956,5,0,13,30.0,False
1988,1054640,68355,29,6,15,8.0,False
1989,2563109,45266,1,0,20,,True
1990,1026374,100114,15,1,15,7.0,False
1991,3342461,203794,3,6,9,15.0,False
1992,600421,107807,11,0,14,6.0,False
1993,2517148,4983,10,2,20,30.0,False
1994,263387,160554,26,2,18,11.0,False
1995,2797897,70965,13,4,18,11.0,False
1996,2166823,76668,1,0,14,,True
1997,2247860,145941,3,1,11,30.0,False
1998,2897490,179483,6,6,13,13.0,False
1999,512965,116967,2,1,9,14.0,False
2000,2623654,147906,9,6,12,6.0,False
2001,704997,198508,3,3,13,30.0,False
2002,3289856,187431,49,5,18,2.0,False
2003,1354477,93581,100,4,9,4.0,False
2004,3279558,173090,6,6,22,6.0,False
2005,2516646,80996,4,5,13,7.0,False
2006,1565735,119479,1,1,13,,True
2007,2064856,121104,13,0,7,30.0,False
2008,1273877,45803,1,1,22,,True
2009,2907111,182823,20,6,1,13.0,False
2010,2893127,195868,60,2,18,3.0,False
2011,2091980,122866,6,5,11,3.0,False
2012,1714247,103210,19,4,15,14.0,False
2013,1577988,42338,15,0,13,7.0,False
2014,3318780,119770,29,6,11,2.0,False
2015,1269470,23254,11,0,15,0.0,False
2016,484443,178590,38,3,22,4.0,False
2017,1479419,24636,2,0,15,8.0,False
2018,1800361,165704,98,3,15,0.0,False
2019,77027,27926,41,3,10,0.0,False
2020,1410232,138219,48,5,8,7.0,False
2021,3406232,70217,42,6,18,5.0,False
2022,1548652,167135,23,6,10,10.0,False
2023,289082,57318,4,2,20,30.0,False
2024,2074653,24079,5,6,19,6.0,False
2025,345572,124884,4,1,12,30.0,False
2026,788077,182519,17,5,10,5.0,False
2027,1060406,84270,1,0,10,,True
2028,3408394,182689,15,5,9,10.0,False
2029,2879340,12432,4,6,22,18.0,False
2030,3257358,185134,23,6,15,14.0,False
2031,127480,193221,16,6,11,15.0,False
2032,2421250,7248,1,3,9,,True
2033,384684,64155,10,3,10,27.0,False
2034,2455532,39403,2,6,14,30.0,False
2035,888494,203426,6,3,11,29.0,False
2036,2884640,28392,8,6,16,13.0,False
2037,2415378,57641,14,6,9,3.0,False
2038,1528046,193292,9,0,15,30.0,False
2039,2955637,9218,8,6,5,30.0,False
2040,2939805,181314,12,1,15,7.0,False
2041,3239872,180851,10,1,9,1.0,False
2042,1215834,77025,34,0,13,2.0,False
2043,3123009,189059,2,3,11,3.0,False
2044,2046556,26277,19,4,16,7.0,False
2045,2701734,94164,4,2,10,8.0,False
2046,2986378,56105,5,0,11,8.0,False
2047,263722,19712,5,0,21,7.0,False
2048,2661148,199502,7,4,16,30.0,False
2049,1633388,52949,9,3,16,1.0,False
2050,2473521,89253,17,5,17,6.0,False
2051,2129566,123940,59,5,10,3.0,False
2052,970678,49297,10,6,13,30.0,False
2053,916826,197747,22,0,8,8.0,False
2054,1594687,146017,18,6,6,2.0,False
2055,3210533,62291,7,1,13,2.0,False
2056,1986780,43467,87,3,14,3.0,False
2057,2662922,51814,22,1,11,5.0,False
2058,1902284,425,8,5,9,21.0,False
2059,718733,192029,13,6,11,20.0,False
2060,2418420,13354,66,2,8,19.0,False
2061,1654624,40391,16,0,9,30.0,False
2062,2602788,29874,75,2,10,1.0,False
2063,2574352,66735,2,1,12,7.0,False
2064,3285085,88695,1,3,12,,True
2065,543801,192976,33,5,14,7.0,False
2066,1734307,122273,9,4,9,30.0,False
2067,1841971,167384,8,6,11,7.0,False
2068,2662414,152657,9,4,9,30.0,False
2069,1251891,12523,9,5,10,9.0,False
2070,2597067,140399,2,1,17,18.0,False
2071,2100297,79525,46,4,15,7.0,False
2072,1391918,54778,8,3,19,3.0,False
2073,1559541,28200,38,4,13,17.0,False
2074,2631986,69733,1,0,15,,True
2075,3245185,97647,22,0,6,13.0,False
2076,1216870,101886,1,3,22,,True
2077,2845704,132935,5,2,15,19.0,False
2078,1740275,39102,13,4,0,22.0,False
2079,1711011,4325,15,5,16,5.0,False
2080,498832,53061,4,2,15,16.0,False
2081,1023104,176043,11,0,23,19.0,False
2082,3213585,5792,13,4,19,5.0,False
2083,457255,93017,1,1,13,,True
2084,74974,122586,19,5,11,7.0,False
2085,2013937,8910,12,6,13,20.0,False
2086,2966761,43511,18,6,15,6.0,False
2087,2239948,113218,4,0,13,17.0,False
2088,494632,6693,39,1,3,30.0,False
2089,378033,142959,19,0,7,10.0,False
2090,344466,54112,36,0,14,3.0,False
2091,1787685,93218,46,6,15,4.0,False
2092,1218874,105064,30,1,8,7.0,False
2093,1925880,199955,44,0,10,20.0,False
2094,654241,189221,2,6,9,30.0,False
2095,1466754,79430,16,0,11,6.0,False
2096,2267001,188755,7,1,12,18.0,False
2097,2261583,82168,8,6,14,4.0,False
2098,2425507,81619,7,3,19,22.0,False
2099,2940040,122248,2,6,17,3.0,False
2100,2861397,202596,11,5,11,4.0,False
2101,863077,24986,7,1,17,30.0,False
2102,2753679,31355,91,4,7,2.0,False
2103,245679,42094,51,0,10,4.0,False
2104,36842,182425,48,5,15,3.0,False
2105,461376,50137,7,0,20,10.0,False
2106,1124311,163993,20,0,11,7.0,False
2107,408807,45657,24,3,17,2.0,False
2108,2520555,107360,65,3,8,8.0,False
2109,2576543,105025,7,1,14,7.0,False
2110,2181528,189840,5,3,16,3.0,False
2111,2845854,91988,3,1,14,14.0,False
2112,2907973,180665,1,1,10,,True
2113,1560439,168823,17,2,11,12.0,False
2114,2767835,43529,30,5,10,3.0,False
2115,1813636,22647,14,6,13,6.0,False
2116,2562077,170272,6,0,16,6.0,False
2117,2078534,165112,23,3,16,7.0,False
2118,3227862,170182,6,2,14,30.0,False
2119,219250,28527,5,1,16,29.0,False
2120,2113609,171341,8,1,0,10.0,False
2121,1763723,162561,4,1,20,7.0,False
2122,1031365,23868,5,3,15,17.0,False
2123,238738,57795,4,0,10,29.0,False
2124,2634796,170246,1,2,18,,True
2125,385352,96106,3,5,14,26.0,False
2126,1629011,145632,1,2,9,,True
2127,906035,162715,10,3,17,17.0,False
2128,2443517,124498,4,1,11,30.0,False
2129,1167640,105034,11,4,10,19.0,False
2130,2616934,86236,19,3,9,9.0,False
2131,1234250,82297,5,2,11,0.0,False
2132,2625861,146404,30,1,7,4.0,False
2133,1149924,122433,2,6,8,6.0,False
2134,1018611,183016,37,4,10,4.0,False
2135,1795756,129138,12,4,13,4.0,False
2136,2509861,39801,58,0,19,6.0,False
2137,1675025,316,20,2,11,13.0,False
2138,561524,151022,22,5,13,13.0,False
2139,2817202,152118,4,2,12,5.0,False
2140,1256322,45766,61,1,16,8.0,False
2141,2856905,2626,8,6,16,29.0,False
2142,2860431,125418,12,4,15,2.0,False
2143,1993455,27383,36,5,11,15.0,False
2144,1194900,27860,22,0,13,9.0,False
2145,2787823,27682,22,0,9,1.0,False
2146,3010031,53673,84,4,13,3.0,False
2147,493652,10031,12,3,16,4.0,False
2148,2064653,139555,13,3,12,23.0,False
2149,2021261,50174,44,5,17,6.0,False
2150,1535323,114783,62,4,17,7.0,False
2151,1178140,47735,1,5,15,,True
2152,29122,171241,12,1,12,21.0,False
2153,3360706,74806,2,5,15,30.0,False
2154,3327610,25318,56,2,22,4.0,False
2155,670345,14303,17,6,7,30.0,False
2156,3050206,114909,2,6,8,15.0,False
2157,1100210,18231,8,6,18,7.0,False
2158,1724869,14819,9,0,7,5.0,False
2159,3269978,140613,14,4,16,10.0,False
2160,1834337,203842,18,0,10,10.0,False
2161,2423867,30615,4,3,17,2.0,False
2162,3012305,89671,10,5,12,4.0,False
2163,2959010,193073,12,4,7,3.0,False
2164,1909568,174617,54,5,18,6.0,False
2165,3082284,171805,3,6,12,21.0,False
2166,553780,55855,26,3,21,4.0,False
2167,910317,98315,22,0,16,7.0,False
2168,570121,111488,46,0,12,1.0,False
2169,19099,164293,15,5,9,27.0,False
2170,2260503,193980,18,2,14,10.0,False
2171,3050233,84256,25,5,16,8.0,False
2172,1889983,157639,5,4,16,2.0,False
2173,358125,191280,57,0,11,4.0,False
2174,3420450,168397,32,3,7,3.0,False
2175,860999,194083,11,0,19,14.0,False
2176,3165245,77165,1,6,10,,True
2177,512209,27336,15,5,9,10.0,False
2178,1099792,125218,14,2,19,6.0,False
2179,2389113,43846,10,0,11,20.0,False
2180,2009456,39092,45,3,6,19.0,False
2181,1675918,69414,27,3,12,1.0,False
2182,2722413,3055,3,1,9,30.0,False
2183,3417524,186961,13,0,2,30.0,False
2184,857247,122556,42,1,15,1.0,False
2185,1488950,22767,30,1,14,3.0,False
2186,3192474,76594,9,5,9,1.0,False
2187,2395611,133572,47,2,17,5.0,False
2188,401323,96093,33,3,16,15.0,False
2189,1680207,38659,4,1,14,19.0,False
2190,1510350,117060,4,5,12,18.0,False
2191,2320494,136443,1,3,11,,True
2192,66611,121184,3,4,20,30.0,False
2193,2667380,84348,5,4,17,5.0,False
2194,708633,19883,6,4,8,7.0,False
2195,941455,128388,9,3,7,5.0,False
2196,2792995,81644,12,4,22,16.0,False
2197,1605141,79946,17,4,13,7.0,False
2198,2700348,54399,2,5,13,30.0,False
2199,478911,72432,36,5,10,10.0,False
2200,2812246,41983,21,5,9,8.0,False
2201,2086131,132426,1,0,17,,True
2202,63376,19923,4,0,15,14.0,False
2203,428942,101261,76,5,8,7.0,False
2204,2900928,177142,11,1,14,4.0,False
2205,1061444,13618,30,0,14,7.0,False
2206,739075,179162,31,5,17,10.0,False
2207,970578,192045,28,2,9,11.0,False
2208,831685,178442,5,1,12,19.0,False
2209,1350733,10316,13,5,14,1.0,False
2210,886061,96525,34,0,15,8.0,False
2211,273473,23984,1,2,18,,True
2212,2258490,103489,34,1,6,7.0,False
2213,2854622,100316,97,6,10,0.0,False
2214,651151,157395,4,1,14,4.0,False
2215,490559,135904,8,3,19,3.0,False
2216,1164738,60324,4,2,22,6.0,False
2217,2971628,167847,1,4,19,,True
2218,1718375,170178,19,3,21,6.0,False
2219,398824,143993,19,0,12,16.0,False
2220,2669957,130399,11,1,23,20.0,False
2221,2595042,178762,16,2,9,15.0,False
2222,296515,165062,81,5,16,0.0,False
2223,1839344,60243,13,1,15,7.0,False
2224,419092,122391,54,3,20,3.0,False
2225,1599714,160366,11,0,10,27.0,False
2226,2162070,138947,8,2,16,4.0,False
2227,351788,155987,8,3,19,13.0,False
2228,530053,130660,1,3,9,,True
2229,191161,121841,7,6,20,13.0,False
2230,771150,34734,26,3,19,1.0,False
2231,3073675,190294,9,4,15,6.0,False
2232,3172094,178381,7,0,12,30.0,False
2233,361776,20179,57,5,9,5.0,False
2234,1732199,50955,16,2,11,2.0,False
2235,3011455,202849,4,2,11,5.0,False
2236,1628655,63314,6,5,10,4.0,False
2237,1497360,190687,12,5,10,1.0,False
2238,1820758,80851,5,0,18,30.0,False
2239,2451294,123382,6,3,15,7.0,False
2240,1589867,75692,72,2,14,16.0,False
2241,2452366,168859,9,0,10,2.0,False
2242,2703000,108457,58,0,10,4.0,False
2243,2612967,13591,2,0,12,5.0,False
2244,783315,43716,26,0,16,7.0,False
2245,914880,96661,6,3,14,9.0,False
2246,2818720,85728,19,2,8,11.0,False
2247,750677,22862,4,4,17,30.0,False
2248,3031053,103692,14,2,12,30.0,False
2249,1188125,205835,5,6,10,9.0,False
2250,1700938,118350,48,4,13,14.0,False
2251,291233,28455,1,6,15,,True
2252,1035727,37805,2,0,11,30.0,False
2253,716346,143142,9,4,15,0.0,False
2254,2380613,144244,35,2,16,13.0,False
2255,2483759,180719,16,5,16,4.0,False
2256,2938040,173963,99,0,10,16.0,False
2257,1029376,148375,1,6,17,,True
2258,1352382,135472,6,0,10,7.0,False
2259,2588977,524,6,3,17,30.0,False
2260,1426642,163887,6,5,11,26.0,False
2261,2625060,85045,8,0,17,7.0,False
2262,1848054,80476,9,2,13,30.0,False
2263,598410,2960,8,6,21,30.0,False
2264,3340532,122120,29,1,14,6.0,False
2265,2798396,77554,6,2,17,13.0,False
2266,2882407,154204,40,6,9,6.0,False
2267,630593,91284,50,0,13,8.0,False
2268,915066,152191,15,0,12,0.0,False
2269,2832589,57260,8,3,18,8.0,False
2270,3050281,116739,11,2,12,30.0,False
2271,1530189,102662,6,1,12,21.0,False
2272,2844393,84179,5,6,18,6.0,False
2273,266877,140909,2,1,16,10.0,False
2274,1977206,140694,5,1,9,3.0,False
2275,972329,196099,42,4,16,0.0,False
2276,2243255,120120,33,5,13,5.0,False
2277,3302319,141708,2,6,15,27.0,False
2278,2719864,28519,2,3,11,5.0,False
2279,2122858,151575,8,3,12,7.0,False
2280,2250098,138998,1,0,22,,True
2281,2585760,119748,68,2,9,1.0,False
2282,421899,91164,7,6,9,30.0,False
2283,3213300,203155,12,4,17,30.0,False
2284,2207334,182215,51,2,10,7.0,False
2285,2164100,96947,53,6,13,3.0,False
2286,344947,94935,13,3,10,23.0,False
2287,3263697,3952,3,5,14,30.0,False
2288,1651762,86723,9,3,11,30.0,False
2289,776187,179114,31,4,13,10.0,False
2290,2266579,124296,13,6,10,7.0,False
2291,526197,126748,16,6,17,20.0,False
2292,3227525,167945,36,3,17,3.0,False
2293,318168,205226,19,0,21,6.0,False
2294,1694068,75095,29,4,8,9.0,False
2295,1346241,184079,23,4,19,2.0,False
2296,958500,37599,23,6,20,6.0,False
2297,376157,171261,99,1,1,1.0,False
2298,691260,145593,6,2,12,7.0,False
2299,1558093,8267,11,0,10,4.0,False
2300,10699,179406,1,4,19,,True
2301,2543704,197928,32,4,12,18.0,False
2302,1176433,155779,29,0,13,2.0,False
2303,2450340,2548,2,1,16,23.0,False
2304,2556392,172202,5,3,14,6.0,False
2305,3038271,139063,1,6,22,,True
2306,3069944,24459,6,6,19,6.0,False
2307,2354262,93396,2,0,12,30.0,False
2308,3189248,79596,2,1,9,22.0,False
2309,1807808,178680,12,4,8,10.0,False
2310,965244,21743,9,0,8,14.0,False
2311,3093934,92869,1,6,17,,True
2312,2352925,182515,3,0,17,14.0,False
2313,1724201,78089,9,0,12,9.0,False
2314,2971348,67870,63,4,8,3.0,False
2315,1481569,79082,10,4,17,12.0,False
2316,9392,160561,6,2,11,25.0,False
2317,2403225,199593,3,0,9,5.0,False
2318,1094778,205315,21,0,10,8.0,False
2319,2058399,191217,5,3,15,12.0,False
2320,1600223,90918,25,5,15,21.0,False
2321,761992,48777,31,1,16,5.0,False
2322,1706915,26947,8,1,12,3.0,False
2323,216918,142726,17,1,12,9.0,False
2324,2898539,19159,1,6,18,,True
2325,1968912,33863,53,3,21,3.0,False
2326,712843,154466,8,1,10,6.0,False
2327,2777741,86503,1,6,8,,True
2328,887810,184624,22,2,17,8.0,False
2329,2072724,167372,40,3,18,3.0,False
2330,3123573,125183,1,2,15,,True
2331,2091088,98641,33,3,13,4.0,False
2332,1773239,146312,50,0,16,1.0,False
2333,1765546,151893,17,4,15,4.0,False
2334,1379173,182649,58,1,10,4.0,False
2335,1879280,74620,20,2,14,4.0,False
2336,1953627,150204,5,0,18,7.0,False
2337,2214393,38701,27,0,12,17.0,False
2338,3207660,171856,9,1,16,29.0,False
2339,826991,101903,5,1,15,23.0,False
2340,2674521,32756,30,1,14,6.0,False
2341,2427367,172387,32,6,8,0.0,False
2342,2042535,122263,4,5,7,10.0,False
2343,200302,164936,50,4,16,7.0,False
2344,1788820,80438,1,6,19,,True
2345,3147836,125045,17,6,12,5.0,False
2346,2105554,32985,8,3,8,9.0,False
2347,2326203,200711,39,6,13,4.0,False
2348,2372298,12946,19,6,11,27.0,False
2349,561688,33454,6,0,10,8.0,False
2350,375291,189212,17,1,17,8.0,False
2351,1109967,84445,3,0,16,4.0,False
2352,3152478,12833,19,5,14,4.0,False
2353,1477061,153711,18,0,20,14.0,False
2354,1478554,64643,7,1,19,14.0,False
2355,2628056,124015,11,4,10,21.0,False
2356,305850,72735,2,0,11,30.0,False
2357,1015992,197971,19,0,14,21.0,False
2358,822715,13704,5,6,3,17.0,False
2359,1598960,147584,6,1,17,28.0,False
2360,2934267,150625,5,4,16,30.0,False
2361,2875568,35038,24,5,23,6.0,False
2362,996069,54859,15,1,11,7.0,False
2363,897590,59535,37,4,9,2.0,False
2364,579296,70508,9,6,8,6.0,False
2365,3296006,201091,57,2,12,4.0,False
2366,2039838,32475,5,4,16,9.0,False
2367,967501,147243,13,4,19,5.0,False
2368,2704266,122711,4,0,8,17.0,False
2369,3223058,70743,29,4,10,4.0,False
2370,2662703,136597,8,0,21,2.0,False
2371,1078594,153318,35,0,12,8.0,False
2372,657088,20309,1,3,18,,True
2373,1288987,184142,1,3,17,,True
2374,1916439,195898,13,4,18,2.0,False
2375,2988052,165836,13,5,21,30.0,False
2376,3030421,86989,5,6,15,30.0,False
2377,2108973,31396,13,1,10,3.0,False
2378,3347799,86583,7,0,0,30.0,False
2379,3372509,200141,18,4,17,0.0,False
2380,3278765,89750,30,1,19,1.0,False
2381,802026,76905,96,4,21,0.0,False
2382,1590308,39639,3,6,5,19.0,False
2383,2486582,182225,7,0,12,1.0,False
2384,2206741,3856,6,2,12,11.0,False
2385,366083,6040,20,3,14,18.0,False
2386,1121038,87340,20,3,8,5.0,False
2387,1025190,6754,63,5,0,4.0,False
2388,972565,177659,9,6,10,6.0,False
2389,225839,84085,10,2,11,1.0,False
2390,1926409,90907,2,2,16,8.0,False
2391,501112,105114,20,3,13,9.0,False
2392,519658,181837,1,6,14,,True
2393,1257481,16855,13,3,15,28.0,False
2394,2433636,56696,35,0,14,6.0,False
2395,1406757,169711,24,2,15,7.0,False
2396,2353537,46198,26,3,12,3.0,False
2397,3305924,137453,78,2,8,4.0,False
2398,2314658,165502,5,1,18,6.0,False
2399,1157250,13927,71,5,11,1.0,False
2400,3284100,29568,39,1,11,7.0,False
2401,2810560,166826,1,4,12,,True
2402,3209920,81170,16,1,12,11.0,False
2403,3183151,42319,63,3,16,3.0,False
2404,968736,179886,1,6,18,,True
2405,1827286,19886,3,0,14,15.0,False
2406,2682581,117646,9,3,13,9.0,False
2407,2392082,87255,20,2,14,7.0,False
2408,3105744,152694,1,0,21,,True
2409,2310626,61756,23,2,12,6.0,False
2410,3293,127731,14,0,18,17.0,False
2411,231231,95238,34,1,7,3.0,False
2412,2489729,48438,11,4,12,30.0,False
2413,3087456,132796,4,1,19,30.0,False
2414,558634,79260,5,3,12,10.0,False
2415,2710097,194790,5,0,17,18.0,False
2416,3123076,137711,8,0,16,11.0,False
2417,1398955,67636,4,4,18,30.0,False
2418,263371,120777,4,0,13,6.0,False
2419,2441875,120837,67,5,14,3.0,False
